time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
5.087466,-1.2110,-4.5645,-0.5811,4.758
5.101762,0.1900,-5.5720,-0.8709,5.643
5.116058,-0.8751,-4.6732,0.0886,4.755
5.131316,-0.3560,-3.2861,0.7263,3.384
5.145702,-0.2178,-1.9431,-0.4064,1.997
5.163483,-0.3428,-0.6639,-1.7039,1.860
5.175102,-1.4677,0.4255,-0.8159,1.732
5.188926,-3.7558,0.8262,1.1561,4.016
5.203734,-5.4941,0.3137,1.0404,5.601
5.217153,-4.1480,-0.8109,-0.3637,4.242
5.232109,-0.7978,-1.0023,-3.0029,3.265
5.247431,2.3270,0.6216,-4.2657,4.899
5.264393,4.6228,2.5342,-2.9663,6.049
5.278067,5.1256,4.8797,-0.7464,7.116
5.291093,4.5851,9.5522,-0.0665,10.596
5.304422,3.1576,14.0366,1.3519,14.451
5.320024,0.0106,14.7259,2.4704,14.932
5.333447,-1.9887,8.9725,0.5623,9.207
5.349574,-0.4585,4.6886,1.7346,5.020
5.365303,1.3424,3.5383,2.4631,4.515
5.377866,2.4476,3.3783,1.4738,4.424
5.393010,2.7223,3.1579,1.1155,4.316
5.406898,3.3002,2.0728,0.8188,3.982
5.421521,2.1526,1.0375,0.6536,2.477
5.436255,1.4200,-1.2022,0.4888,1.924
5.450919,1.5332,-3.1961,0.3312,3.560
5.465042,1.5416,-4.8233,-0.4738,5.086
5.479598,1.9968,-5.3274,-0.3918,5.703
5.494336,2.1807,-5.7524,-0.4742,6.170
5.508786,2.0591,-6.1415,-0.1274,6.479
5.523329,2.7124,-5.1480,0.4156,5.834
5.537848,3.2618,-4.2452,0.2721,5.361
5.552268,3.4094,-3.1151,-0.0593,4.619
5.566478,3.3054,-1.9570,-0.4669,3.870
5.581529,3.0540,-0.9821,-0.5676,3.258
5.596382,2.5018,-0.3233,-0.1056,2.525
5.610324,1.4978,0.2866,0.9562,1.800
5.624268,0.4152,0.8947,1.7801,2.035
5.638973,-0.4194,1.5075,2.3220,2.800
5.654884,-1.0682,1.9688,2.7803,3.570
5.667735,-0.8692,1.6150,2.8930,3.425
5.681855,0.0322,0.9837,2.8451,3.011
5.698520,1.3480,0.9954,1.9332,2.558
5.711118,2.9302,2.3487,-0.1693,3.759
5.725739,4.4373,4.6911,-3.5461,7.367
5.740314,3.7216,6.1264,-6.2491,9.510
5.755389,3.2808,4.3176,-6.1271,8.182
5.769170,2.9558,0.8873,-4.8732,5.768
5.784024,1.3173,-0.9648,-2.9816,3.399
5.798706,0.2280,-0.9427,-1.4759,1.766
5.813547,0.3483,0.0785,-1.1305,1.186
5.828289,0.7320,1.8588,-1.6897,2.616
5.842047,1.4977,3.2456,-2.7761,4.526
5.864304,1.9293,3.3307,-2.9003,4.820
5.871423,1.8376,2.0479,-2.3162,3.597
5.886053,1.3329,0.5533,-1.5633,2.128
5.900415,1.2599,-0.6646,-0.8411,1.654
5.914667,1.5262,-1.6941,-0.4754,2.329
5.930141,1.2785,-2.1307,-0.5379,2.542
5.944608,1.1967,-2.4447,-1.0664,2.923
5.964605,1.2521,-2.3495,-1.3241,2.973
5.972738,0.8044,-1.9761,-1.4641,2.588
5.988524,0.5108,-1.6486,-1.6059,2.357
6.002691,0.7829,-1.6439,-1.8016,2.562
6.016713,-0.3288,-1.3299,-1.6668,2.158
6.032114,-0.7080,-1.2321,-1.2276,1.878
6.046402,-1.6637,-0.9090,-0.3772,1.933
6.063093,-2.0437,-0.6925,-0.0061,2.158
6.074913,-2.4272,-0.4909,0.2330,2.487
6.089650,-2.4962,-0.5040,0.4767,2.591
6.104660,-2.3468,-0.5502,0.7077,2.512
6.118143,-1.7699,-0.5969,0.9386,2.090
