time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
4.072987,-0.0024,0.0016,0.0925,0.093
4.089632,0.0217,0.0064,0.1160,0.118
4.102988,0.0077,-0.0170,0.1977,0.199
4.116315,-0.0012,-0.0594,0.2535,0.260
4.130225,0.0294,-0.0558,0.1009,0.119
4.143409,-0.0643,-0.0329,0.0002,0.072
4.157697,-0.0718,-0.0376,0.0243,0.085
4.173958,0.0065,-0.0417,0.0112,0.044
4.189495,0.0651,-0.0177,0.0504,0.084
4.204001,0.0661,-0.0314,0.1136,0.135
4.219117,-0.0101,0.0016,0.0898,0.090
4.233735,-0.0044,0.0161,0.0892,0.091
4.246746,0.0306,0.0066,0.0588,0.067
4.264511,-0.0020,0.0060,-0.0056,0.008
4.276049,-0.0203,0.0007,-0.0140,0.025
4.289571,-0.0054,-0.0179,0.0528,0.056
4.305765,0.0139,-0.0460,0.1054,0.116
4.319716,-0.0053,-0.0077,0.1092,0.110
4.333941,-0.0187,0.0114,0.0950,0.098
4.349814,-0.0129,0.0210,0.0956,0.099
4.363729,0.0029,-0.0077,0.0824,0.083
4.377547,-0.0010,-0.0035,0.0167,0.017
4.395487,-0.0385,-0.0034,0.0077,0.039
4.407550,-0.0285,-0.0226,0.0501,0.062
4.422661,-0.0043,-0.0364,0.1074,0.113
4.435417,-0.0094,-0.0172,0.1212,0.123
4.450157,-0.0280,0.0211,0.1262,0.131
4.463891,-0.0036,0.0163,0.1117,0.113
4.478500,0.0064,-0.0214,0.1890,0.190
4.492927,-0.0114,-0.0124,0.0715,0.073
4.509076,0.0038,0.0344,-0.0354,0.050
4.528956,-0.0049,0.0584,-0.0241,0.063
4.535787,0.0050,0.0015,0.0142,0.015
4.551815,-0.0233,-0.0410,0.0934,0.105
4.567371,-0.0280,-0.0363,0.0959,0.106
4.581450,-0.0092,0.0253,0.0215,0.034
4.595111,-0.0296,0.0258,0.1661,0.171
4.611936,-0.0303,-0.0161,0.2493,0.252
4.630402,0.0220,-0.0347,0.2865,0.289
4.637485,0.0223,-0.0305,0.2351,0.238
4.654041,-0.0585,0.0067,0.1378,0.150
4.667981,-0.0910,-0.0177,0.0965,0.134
4.685332,-0.1034,-0.0421,-0.0040,0.112
4.698245,-0.0495,-0.0700,0.0104,0.086
4.710783,0.0280,-0.0644,0.0822,0.108
4.730090,0.0289,-0.0546,0.1437,0.156
4.739116,-0.0136,-0.0024,0.1186,0.119
4.754084,-0.0460,0.0499,0.0595,0.090
4.771955,-0.0355,0.0315,0.0905,0.102
4.786060,-0.0388,-0.0162,0.1415,0.148
4.796799,0.0005,-0.0536,0.1462,0.156
4.813876,-0.0176,-0.0354,0.0313,0.050
4.831694,-0.0930,-0.0172,-0.0710,0.118
4.841670,-0.0730,-0.0260,-0.0213,0.080
4.857722,-0.0196,-0.0205,0.0169,0.033
4.872964,0.0238,-0.0108,0.0589,0.064
4.886689,-0.0093,-0.0059,0.0619,0.063
4.901421,-0.0231,-0.0202,0.0789,0.085
4.913839,-0.0414,-0.0249,0.0580,0.075
4.933184,-0.0408,-0.0062,0.0467,0.062
4.943428,-0.0163,0.0089,0.0830,0.085
4.956502,-0.0158,-0.0383,0.1674,0.172
4.974657,-0.0199,-0.0238,0.1475,0.151
