time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
5.576420,0.0518,-0.0066,-0.0976,0.111
5.590067,0.0327,0.0007,-0.0344,0.048
5.605782,0.0092,-0.0106,0.0528,0.055
5.625601,-0.0197,-0.0275,0.0969,0.103
5.633484,-0.0186,-0.0307,0.0750,0.083
5.648408,-0.0372,-0.0298,0.0543,0.072
5.661747,-0.0070,-0.0162,-0.0076,0.019
5.676160,0.0562,-0.0028,-0.0826,0.100
5.692834,0.0861,0.0063,-0.0292,0.091
5.707082,0.0924,-0.0211,0.0664,0.116
5.722252,0.0991,-0.0597,0.0963,0.150
5.736530,0.1007,-0.0614,0.0311,0.122
5.748957,0.0686,-0.0297,-0.0823,0.111
5.766315,0.0362,0.0217,-0.0816,0.092
5.778771,0.0085,0.0407,-0.0820,0.092
5.792914,0.0330,0.0225,-0.0246,0.047
5.810353,0.0288,-0.0099,0.0373,0.048
5.823917,0.0437,-0.0383,0.0224,0.062
5.837905,0.0488,-0.0433,-0.0107,0.066
5.853693,0.0108,-0.0253,-0.0438,0.052
5.866398,-0.0129,-0.0067,-0.0430,0.045
5.880035,-0.0364,-0.0029,-0.0470,0.060
5.899976,-0.0359,0.0161,-0.0713,0.081
5.908964,-0.0167,0.0116,-0.0664,0.069
5.925885,0.0071,0.0083,-0.0248,0.027
5.940963,0.0306,-0.0236,0.0075,0.039
5.953457,0.0251,-0.0225,0.0296,0.045
5.967685,0.0102,0.0020,0.0280,0.030
5.983580,0.0290,0.0164,0.0280,0.044
6.001030,0.0288,-0.0075,0.0619,0.069
6.013219,0.1052,-0.0404,0.1057,0.154
6.026289,0.1389,-0.0649,0.0539,0.163
6.041563,0.1250,-0.0665,-0.0209,0.143
6.056966,0.0676,-0.0356,-0.1005,0.126
6.068549,0.0338,-0.0081,-0.1421,0.146
6.085639,-0.0002,0.0097,-0.1360,0.136
6.101978,-0.0100,0.0148,-0.0828,0.085
6.113482,0.0092,0.0055,-0.0153,0.019
6.126646,0.0234,-0.0230,0.0194,0.038
6.143299,0.0328,-0.0524,0.0062,0.062
6.159116,0.0375,-0.0346,-0.0020,0.051
6.170357,0.0229,-0.0211,-0.0489,0.058
6.185071,0.0179,-0.0080,-0.0526,0.056
6.206659,0.0225,-0.0030,-0.0375,0.044
6.216315,0.0271,-0.0033,0.0348,0.044
6.227953,0.0309,-0.0218,0.1507,0.155
6.244524,0.0305,-0.0462,0.2691,0.275
6.259711,0.0729,-0.0690,0.2754,0.293
6.273026,0.0974,-0.1036,0.1558,0.211
6.288426,0.0745,-0.0866,0.0408,0.121
6.302144,0.0042,0.0075,-0.0566,0.057
6.317535,-0.0473,0.1154,-0.2411,0.271
6.331544,-0.0035,0.0920,-0.3210,0.334
6.347625,0.0455,0.0046,-0.2245,0.229
6.360989,0.0839,-0.0540,-0.2304,0.251
6.375488,0.0891,-0.0402,-0.2055,0.228
6.389060,0.0458,-0.0153,-0.0770,0.091
6.404700,0.0171,0.0043,-0.0688,0.071
6.419729,0.0455,0.0193,-0.0937,0.106
6.433630,0.0784,0.0403,-0.0289,0.093
6.448541,0.0831,-0.0008,0.0458,0.095
6.461173,0.0453,-0.0423,0.1254,0.140
6.477180,-0.0073,-0.0710,0.1547,0.170
6.492529,0.0030,-0.0393,0.0318,0.051
6.506927,0.0316,-0.0083,-0.0766,0.083
6.521912,0.0461,0.0202,-0.0570,0.076
6.535303,0.0322,0.0119,0.0232,0.041
6.550245,0.0138,-0.0345,0.0175,0.041
6.562887,-0.0142,-0.0628,0.0263,0.070
6.577976,-0.0184,-0.0628,0.0310,0.072
6.592624,-0.0085,-0.0257,-0.0014,0.027
6.607928,-0.0038,0.0205,-0.0910,0.093
6.622737,0.0344,0.0331,-0.1369,0.145
6.636488,0.0245,0.0283,-0.0880,0.096
6.652476,0.0382,0.0089,-0.0540,0.067
6.665306,0.0470,-0.0386,-0.0194,0.064
6.679468,0.0461,-0.0391,0.0054,0.061
6.701359,0.0455,-0.0061,-0.0225,0.051
6.714299,0.0308,0.0034,0.0011,0.031
6.725322,0.0212,0.0032,0.0348,0.041
6.739267,0.0210,-0.0302,0.0315,0.048
6.751345,0.0253,-0.0507,0.0089,0.057
6.766948,0.0534,-0.0516,0.0009,0.074
6.780929,0.0293,-0.0335,-0.0404,0.060
6.799561,0.0099,-0.0014,-0.0921,0.093
6.811878,0.0003,-0.0066,-0.1010,0.101
6.825970,0.0100,-0.0019,-0.0483,0.049
6.840222,0.0289,-0.0011,-0.0006,0.029
6.856905,0.0384,-0.0008,-0.0347,0.052
6.867949,0.0477,-0.0058,-0.0546,0.073
6.884032,0.0283,-0.0196,-0.0502,0.061
6.902292,0.0371,-0.0231,-0.0226,0.049
6.917568,0.0311,-0.0124,0.0482,0.059
6.927261,0.0394,-0.0313,0.0574,0.076
6.944059,0.0478,-0.0363,0.0673,0.090
6.957332,0.0423,-0.0558,0.0728,0.101
6.971021,0.0275,-0.0327,0.0551,0.070
6.984279,0.0078,0.0230,0.0231,0.033
6.999734,-0.0024,0.0639,-0.0514,0.082
7.013662,-0.0078,0.0377,-0.0910,0.099
7.026904,-0.0077,-0.0346,-0.0741,0.082
7.044490,0.0021,-0.1064,-0.0246,0.109
7.059632,-0.0069,-0.1107,0.0570,0.125
7.071421,0.0365,-0.0863,0.0907,0.130
7.088172,0.0558,-0.0202,0.0764,0.097
7.102250,0.0463,0.0168,0.0387,0.063
7.118485,0.0414,0.0161,0.0065,0.045
7.129208,0.0364,0.0004,-0.0306,0.048
7.144290,0.0315,-0.0096,-0.0340,0.047
7.160412,0.0359,-0.0198,-0.0376,0.056
7.173919,0.0261,-0.0019,-0.0744,0.079
7.188186,0.0448,0.0150,-0.1385,0.146
7.204742,0.0447,0.0132,-0.1257,0.134
7.217737,0.0305,0.0114,-0.0985,0.104
7.231483,0.0355,0.0055,-0.0572,0.068
7.246766,0.0262,-0.0096,0.0170,0.033
7.259551,0.0262,-0.0151,0.0864,0.092
7.275746,0.0501,-0.0367,-0.0694,0.093
7.291428,0.0312,-0.0039,-0.0788,0.085
7.305037,-0.0118,-0.0441,0.1114,0.120
7.319844,0.0023,-0.0721,0.1197,0.140
7.333902,0.0546,-0.0246,-0.0010,0.060
7.347307,0.0735,0.0184,-0.0354,0.084
7.363180,0.0308,0.0146,-0.0084,0.035
