time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2.444162,0.8213,3.7383,-1.4118,4.080
2.457327,1.0473,2.6645,-0.9401,3.013
2.480947,0.9070,1.6160,-0.0396,1.854
2.488037,0.6529,0.8278,0.5541,1.191
2.503090,0.5952,0.2618,0.8442,1.066
2.518565,0.4778,-0.1685,0.7337,0.892
2.531676,0.5430,-0.6709,0.4231,0.961
2.545584,0.7120,-1.1482,0.2428,1.373
2.561278,1.0312,-1.6668,0.2592,1.977
2.573187,1.1156,-2.1716,0.3077,2.461
2.590552,0.9188,-2.6965,0.2713,2.862
2.604789,0.6282,-3.0590,0.2669,3.134
2.617823,0.2338,-3.1324,0.1173,3.143
2.632038,0.1381,-3.0934,0.1617,3.101
2.649409,-0.0076,-3.0459,0.1580,3.050
2.660678,0.2067,-3.0126,0.0924,3.021
2.681812,0.3898,-2.8454,0.1143,2.874
2.691866,0.6506,-2.8808,-0.1801,2.959
2.706605,0.8352,-2.9344,-0.3412,3.070
2.721403,0.8118,-2.6512,0.0498,2.773
2.735040,0.7175,-2.1262,0.9209,2.426
2.751406,0.6627,-1.6116,1.5492,2.332
2.764601,0.4031,-1.1334,1.8792,2.231
2.780101,0.3776,-0.8388,1.7114,1.943
2.791999,0.5735,-0.6904,1.6804,1.905
2.807975,0.6030,-0.2849,1.6938,1.820
2.821857,0.5497,0.9835,1.1316,1.597
2.837842,0.0518,2.4369,-0.0603,2.438
2.853050,-0.1290,3.3856,-1.9230,3.896
2.867485,-0.2964,3.8254,-2.8335,4.770
2.881687,-0.6045,3.1993,-3.4932,4.775
2.893367,-1.0768,1.3273,-2.9780,3.434
2.908330,-1.2772,0.4489,-1.0246,1.698
2.922624,-0.7989,0.9383,-0.1319,1.239
2.937066,0.3290,1.7353,0.2165,1.779
2.953488,1.5746,2.6495,0.2375,3.091
2.966989,2.3892,3.6241,-0.4609,4.365
2.983254,2.2877,3.8098,0.2066,4.449
2.998293,1.1466,3.6501,1.0619,3.971
3.010117,-1.5585,3.6446,0.7670,4.037
3.026817,-3.4318,3.2870,-0.4625,4.774
3.041059,-4.3567,2.0246,-0.6418,4.847
3.054171,-3.7554,0.7063,0.1107,3.823
3.070839,-2.0913,-0.2368,0.8299,2.262
3.083629,-0.4478,-0.8449,1.1647,1.507
3.097638,0.3398,-1.2650,0.7721,1.520
3.113274,0.1551,-1.6811,0.0220,1.688
3.126236,-0.2604,-1.9005,-0.6031,2.011
3.143371,-0.4473,-1.9088,-1.0997,2.248
3.157489,-0.4072,-2.1062,-0.8955,2.325
3.170202,-0.1965,-2.3164,-0.4797,2.374
3.184538,0.0629,-2.4593,0.0131,2.460
3.201823,0.2028,-2.3977,0.4945,2.457
3.214625,0.1904,-2.4290,0.7334,2.544
3.231099,-0.0054,-2.5862,0.8049,2.709
3.243482,-0.1874,-2.7676,0.8552,2.903
3.256458,-0.3885,-2.6672,1.0146,2.880
3.273578,-0.5371,-2.3450,0.8469,2.550
3.288105,-0.6465,-2.0618,0.5022,2.218
3.300698,-0.6328,-1.9818,0.4701,2.133
3.317470,-0.6806,-1.9874,0.4277,2.144
3.330511,-0.8881,-1.9647,0.4129,2.195
3.345438,-1.1810,-1.9410,0.6231,2.356
3.360831,-1.2277,-2.0507,0.7528,2.506
3.372766,-0.9304,-2.1354,0.8599,2.483
3.388858,-0.4835,-1.4333,0.8545,1.737
3.403084,-0.4157,0.0976,0.9132,1.008
3.416821,-0.9896,1.5993,-0.2754,1.901
3.431122,-1.0205,2.3757,-2.4675,3.574
3.447020,0.3387,1.8556,-3.1821,3.699
3.459641,1.2828,1.2568,-2.7787,3.309
3.478528,1.4154,1.7078,-1.9078,2.926
3.498127,1.2893,3.0133,-0.7875,3.371
3.504324,1.0176,4.5180,0.2786,4.640
3.520342,0.4057,5.4762,1.0363,5.588
3.533478,-0.1934,5.3335,0.5893,5.369
3.550207,-0.4807,4.4726,-0.4246,4.518
3.562013,-0.5925,3.7835,-0.7379,3.900
3.579910,-0.2779,3.5880,-0.1808,3.603
3.590504,0.2115,3.4842,0.4906,3.525
3.607252,0.9272,2.7943,0.5245,2.990
3.619951,1.3390,1.7138,0.0790,2.176
3.634628,1.5438,0.5497,-0.0201,1.639
3.651917,1.5864,-0.3346,0.3465,1.658
3.665733,1.3682,-0.7758,0.7887,1.760
3.680398,0.8311,-0.9580,0.8073,1.503
3.692838,0.5240,-1.1140,0.4324,1.305
3.708085,0.1981,-1.5037,-0.0638,1.518
3.722329,0.0097,-2.2165,-0.4374,2.259
3.735299,0.0325,-2.8575,-0.2283,2.867
3.752036,-0.0872,-3.3067,0.2373,3.316
3.765728,-0.1464,-3.3903,0.4842,3.428
3.779778,-0.1717,-2.9895,0.4344,3.026
3.795112,0.1743,-2.6407,0.4488,2.684
3.811368,0.5074,-2.5743,0.2758,2.638
3.824112,0.5723,-2.6993,0.2452,2.770
3.839342,0.6355,-2.9506,0.5373,3.066
3.853114,0.3691,-2.5282,1.0238,2.752
3.869848,0.5914,-2.3243,0.8108,2.532
3.882248,0.4020,-2.1157,0.6169,2.240
3.895907,0.6002,-2.4531,0.4961,2.574
3.911745,0.1210,-2.1478,0.4329,2.194
3.924783,0.4185,-1.9700,0.2994,2.036
3.939751,-0.0726,-2.1649,-0.2327,2.179
3.956236,-1.1198,-2.3686,-0.2634,2.633
3.968804,-1.8497,-1.3649,-1.5215,2.757
3.986024,-1.4191,0.3485,-3.1931,3.512
4.000453,-0.7229,1.8663,-3.7106,4.216
4.013119,-0.2476,2.6377,-2.5590,3.683
4.028571,-0.6247,3.8021,-1.6198,4.180
4.040988,0.1735,5.6842,-0.9144,5.760
4.055723,1.8219,6.2479,1.2716,6.631
4.071638,2.6282,5.4373,2.4382,6.513
4.085248,1.2207,4.8400,1.5660,5.231
4.099154,-0.9288,4.2243,0.3906,4.343
4.115423,-1.8581,3.8458,-0.1629,4.274
4.129084,-1.8590,3.2794,-0.7177,3.837
4.143493,-1.4310,2.5515,-0.7309,3.015
4.158790,-1.0263,1.5245,0.0556,1.839
