time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2.996477,0.2884,-0.9182,0.8041,1.254
3.012621,0.0482,-0.4615,0.9220,1.032
3.028424,-0.0762,0.0804,0.9083,0.915
3.041660,-0.0279,0.6994,0.9539,1.183
3.057600,-0.0649,1.2648,0.9869,1.606
3.071296,-0.2032,1.8893,0.9308,2.116
3.084610,-0.2396,2.5509,1.1091,2.792
3.100155,-0.1168,3.1567,1.2026,3.380
3.114642,0.3508,3.3876,1.4478,3.701
3.128776,1.0519,3.1987,2.0459,3.940
3.141841,1.7748,3.3416,1.6704,4.136
3.156444,1.4189,4.3878,0.4093,4.630
3.172264,0.5798,5.3925,-0.3331,5.434
3.188062,-0.5552,5.7972,-0.7310,5.869
3.200523,-1.4958,5.4252,-1.9262,5.948
3.216963,-1.4360,4.2938,-3.2672,5.583
3.230625,-1.0253,2.3561,-2.8513,3.838
3.242818,-1.0834,0.1219,-1.7795,2.087
3.259255,-0.5538,-1.6675,-1.2717,2.169
3.275211,-0.4935,-2.3934,-0.2898,2.461
3.288708,-0.1009,-1.3291,-1.1518,1.762
3.302886,0.3570,0.6630,-2.4925,2.604
3.318547,0.8608,1.9239,-2.2176,3.059
3.333260,1.1307,1.9818,-1.4093,2.682
3.346265,0.7998,0.8599,-0.9334,1.500
3.359445,0.2294,-0.5191,-0.2787,0.632
3.375302,0.0031,-1.2063,0.1709,1.218
3.397146,0.0126,-1.5177,0.3837,1.565
3.403537,0.3682,-1.9017,0.1760,1.945
3.420226,0.8127,-2.0726,0.2394,2.239
3.433818,0.4079,-2.6530,0.5333,2.737
3.449324,0.3267,-3.0375,0.5236,3.100
3.461056,0.0390,-3.3619,0.0740,3.363
3.480973,-0.1142,-3.4892,-0.0935,3.492
3.493616,-0.1110,-3.5670,-0.1518,3.572
3.507117,-0.0444,-3.5729,-0.0934,3.574
3.520483,-0.0066,-3.5564,-0.1023,3.558
3.536889,0.0987,-3.6359,-0.0862,3.638
3.551657,0.3123,-3.5409,0.3325,3.570
3.563718,0.3103,-3.3223,0.8042,3.432
3.579824,0.6732,-3.1744,1.0020,3.396
3.596977,0.5801,-2.8478,1.4874,3.265
3.607964,0.5267,-2.3883,1.5126,2.876
3.623302,0.7526,-1.7347,1.6081,2.482
3.638270,0.8450,-0.6457,1.2409,1.634
3.653902,0.8218,0.5832,0.9181,1.363
3.667281,0.7072,1.7308,0.5529,1.950
3.681171,0.6248,2.4889,0.4613,2.607
3.699423,0.6042,2.8509,0.4832,2.954
3.709525,0.6477,3.0583,0.4453,3.158
3.723043,0.6497,3.2542,0.5403,3.362
3.741377,0.3122,3.6482,0.8453,3.758
3.754886,-0.0289,3.9027,1.5415,4.196
3.768829,-0.2612,3.7136,2.0280,4.239
3.784661,-0.4551,3.5138,2.1775,4.159
3.797762,-0.4935,3.5755,1.3527,3.855
3.810438,-0.4897,3.4960,-0.7860,3.617
3.829644,-0.6196,2.7941,-2.8814,4.061
3.840022,-1.0242,1.5529,-3.1532,3.661
3.856851,-1.2923,0.4585,-2.7857,3.105
3.870418,-1.0309,-0.7058,-1.5375,1.981
3.882865,-0.0876,-1.0888,-0.2667,1.124
3.899025,0.4562,-0.4393,-1.6239,1.743
3.913698,0.3207,0.8003,-3.6509,3.751
3.928482,-0.4718,2.2051,-3.8593,4.470
3.942355,-1.3599,2.6827,-3.3104,4.473
3.957564,-0.9865,2.0281,-1.8257,2.902
3.972898,-0.5065,1.0346,0.1338,1.160
3.986783,0.0181,0.3175,1.1013,1.146
3.999441,0.2087,-0.2105,0.6198,0.687
4.015534,0.4021,-0.9197,-0.2353,1.031
4.029336,0.2418,-1.5642,-0.8764,1.809
4.041951,-0.0320,-2.2377,-0.9090,2.415
4.058172,-0.2397,-2.8659,-0.6102,2.940
4.073843,-0.2151,-3.4264,-0.2276,3.441
4.087173,0.3040,-4.0359,0.4660,4.074
4.101035,0.6530,-4.1590,1.0235,4.333
4.116278,0.4558,-3.9323,0.8727,4.054
4.131463,0.3723,-3.6895,0.7718,3.788
4.144863,-0.1915,-3.3868,1.1398,3.579
4.158694,-0.4761,-3.0484,1.2696,3.336
4.179306,-0.5616,-2.8392,1.3357,3.188
4.189213,-0.5969,-2.7000,1.2047,3.016
4.203451,-0.2932,-2.3555,1.2958,2.704
4.218875,-0.2539,-1.8283,1.2294,2.218
4.231678,-0.1443,-1.3029,0.8572,1.566
4.247062,0.0026,-0.7291,0.7587,1.052
4.263619,-0.2029,-0.2416,0.7428,0.807
4.274687,-0.3237,0.4114,0.6375,0.825
4.291381,-0.1950,1.1935,0.6709,1.383
4.306081,-0.1818,2.0560,0.8907,2.248
